5,,50,50,50,0,,,,,,,,72,47
5,,50,50,50,100,,,,,,,,72,47
5,,70,70,70,0,,,,,,,,29,10
5,,70,70,70,100,,,,,,,,29,10
5,,80,80,80,0,,,,,,,,21,10
5,,80,80,80,100,,,,,,,,21,10
5,,50,50,50,0,,,,,,,,65,40
5,,50,50,50,200,,,,,,,,65,40
5,,70,70,70,0,,,,,,,,28,10
5,,70,70,70,200,,,,,,,,28,10
5,,80,80,80,0,,,,,,,,21,10
5,,80,80,80,200,,,,,,,,21,10
5,,50,50,50,0,,,,,,,,68,41
5,,50,50,50,300,,,,,,,,68,41
5,,70,70,70,0,,,,,,,,29,13
5,,70,70,70,300,,,,,,,,29,13
5,,80,80,80,0,,,,,,,,23,10
5,,80,80,80,300,,,,,,,,23,10
5,,50,50,50,0,,,,,,,,65,40
5,,50,50,50,400,,,,,,,,65,40
5,,70,70,70,0,,,,,,,,39,21
5,,70,70,70,400,,,,,,,,39,21
5,,80,80,80,0,,,,,,,,28,11
5,,80,80,80,400,,,,,,,,28,11
5,,50,50,50,0,,,,,,,,90,29
5,,50,50,50,100,,,,,,,,90,29
5,,70,70,70,0,,,,,,,,75,10
5,,70,70,70,100,,,,,,,,75,10
5,,80,80,80,0,,,,,,,,75,13
5,,80,80,80,100,,,,,,,,75,13
5,,50,50,50,0,,,,,,,,90,29
5,,50,50,50,200,,,,,,,,90,29
5,,70,70,70,0,,,,,,,,73,10
5,,70,70,70,200,,,,,,,,73,10
5,,80,80,80,0,,,,,,,,74,11
5,,80,80,80,200,,,,,,,,74,11
5,,50,50,50,0,,,,,,,,90,31
5,,50,50,50,300,,,,,,,,90,31
5,,70,70,70,0,,,,,,,,72,10
5,,70,70,70,300,,,,,,,,72,10
5,,80,80,80,0,,,,,,,,71,11
5,,80,80,80,300,,,,,,,,71,11
5,,50,50,50,0,,,,,,,,90,35
5,,50,50,50,400,,,,,,,,90,35
5,,70,70,70,0,,,,,,,,75,12
5,,70,70,70,400,,,,,,,,75,12
5,,80,80,80,0,,,,,,,,71,12
5,,80,80,80,400,,,,,,,,71,12
5,,50,50,50,0,,,,,,,,90,16
5,,50,50,50,100,,,,,,,,90,16
5,,70,70,70,0,,,,,,,,90,10
5,,70,70,70,100,,,,,,,,90,10
5,,80,80,80,0,,,,,,,,90,10
5,,80,80,80,100,,,,,,,,90,10
5,,50,50,50,0,,,,,,,,90,20
5,,50,50,50,200,,,,,,,,90,20
5,,70,70,70,0,,,,,,,,90,10
5,,70,70,70,200,,,,,,,,90,10
5,,80,80,80,0,,,,,,,,90,10
5,,80,80,80,200,,,,,,,,90,10
5,,50,50,50,0,,,,,,,,90,26
5,,50,50,50,300,,,,,,,,90,26
5,,70,70,70,0,,,,,,,,90,10
5,,70,70,70,300,,,,,,,,90,10
5,,80,80,80,0,,,,,,,,90,10
5,,80,80,80,300,,,,,,,,90,10
5,,50,50,50,0,,,,,,,,90,29
5,,50,50,50,400,,,,,,,,90,29
5,,70,70,70,0,,,,,,,,90,10
5,,70,70,70,400,,,,,,,,90,10
5,,80,80,80,0,,,,,,,,90,10
5,,80,80,80,400,,,,,,,,90,10
