5,,50,50,50,0,,,,,,,,62.00679541,16.28073454
5,,50,50,50,250,,,,,,,,62.00679541,16.28073454
5,,50,50,50,0,,,,,,,,48.48780036,30.96734583
5,,50,50,50,500,,,,,,,,48.48780036,30.96734583
5,,50,50,50,0,,,,,,,,48.64271581,30.76159954
5,,50,50,50,750,,,,,,,,48.64271581,30.76159954
5,,50,50,50,0,,,,,,,,51.89298391,29.88520861
5,,50,50,50,750,,,,,,,,51.89298391,29.88520861
5,,50,50,50,0,,,,,,,,55.11042476,31.66479468
5,,50,50,50,500,,,,,,,,55.11042476,31.66479468
5,,50,50,50,0,,,,,,,,56.027776,23.36735427
5,,50,50,50,250,,,,,,,,56.027776,23.36735427
5,,70,70,70,0,,,,,,,,53.85085344,30.71146011
5,,70,70,70,250,,,,,,,,53.85085344,30.71146011
5,,70,70,70,0,,,,,,,,53.69907618,25.66006184
5,,70,70,70,500,,,,,,,,53.69907618,25.66006184
5,,70,70,70,0,,,,,,,,51.59175992,19.3998605
5,,70,70,70,750,,,,,,,,51.59175992,19.3998605
5,,70,70,70,0,,,,,,,,51.89127326,17.39010215
5,,70,70,70,750,,,,,,,,51.89127326,17.39010215
5,,70,70,70,0,,,,,,,,57.87049532,20.27288973
5,,70,70,70,500,,,,,,,,57.87049532,20.27288973
5,,70,70,70,0,,,,,,,,63.77291083,18.88876557
5,,70,70,70,250,,,,,,,,63.77291083,18.88876557
5,,80,80,80,0,,,,,,,,51.31421089,23.78703952
5,,80,80,80,250,,,,,,,,51.31421089,23.78703952
5,,80,80,80,0,,,,,,,,57.38437176,34.27318931
5,,80,80,80,500,,,,,,,,57.38437176,34.27318931
5,,80,80,80,0,,,,,,,,58.37808251,25.79123378
5,,80,80,80,750,,,,,,,,58.37808251,25.79123378
5,,80,80,80,0,,,,,,,,58.17992091,21.14368379
5,,80,80,80,750,,,,,,,,58.17992091,21.14368379
5,,80,80,80,0,,,,,,,,63.46311569,25.91988444
5,,80,80,80,500,,,,,,,,63.46311569,25.91988444
5,,80,80,80,0,,,,,,,,59.14443731,19.47936714
5,,80,80,80,250,,,,,,,,59.14443731,19.47936714
